attendance_id,staff_id,date,status,hours_worked
A004244,S00425,2026-08-04,Present,7.1
A004245,S00425,2026-08-05,Present,9.7
A004246,S00425,2026-08-06,Present,7.8
A004247,S00425,2026-08-07,Present,8.7
A004248,S00425,2026-08-08,Absent,0.0
A004249,S00425,2026-08-09,Absent,0.0
A004250,S00425,2026-08-10,Half Day,3.9
A004251,S00426,2026-08-01,Present,9.2
A004252,S00426,2026-08-02,Present,7.3
A004253,S00426,2026-08-03,Present,9.1
A004254,S00426,2026-08-04,Present,9.8
A004255,S00426,2026-08-05,Present,9.8
A004256,S00426,2026-08-06,Present,9.1
A004257,S00426,2026-08-07,Present,9.1
A004258,S00426,2026-08-08,Present,7.5
A004259,S00426,2026-08-09,Present,9.0
A004260,S00426,2026-08-10,Present,8.7
A004261,S00427,2026-08-01,Present,7.6
A004262,S00427,2026-08-02,Present,9.1
A004263,S00427,2026-08-03,Present,9.1
A004264,S00427,2026-08-04,Present,9.2
A004265,S00427,2026-08-05,Present,7.8
A004266,S00427,2026-08-06,Present,9.8
A004267,S00427,2026-08-07,Present,7.3
A004268,S00427,2026-08-08,Present,9.7
A004269,S00427,2026-08-09,Present,7.5
A004270,S00427,2026-08-10,Present,7.4
A004271,S00428,2026-08-01,Present,9.5
A004272,S00428,2026-08-02,Present,8.8
A004273,S00428,2026-08-03,Present,7.8
A004274,S00428,2026-08-04,Present,8.3
A004275,S00428,2026-08-05,Present,7.9
A004276,S00428,2026-08-06,Present,8.3
A004277,S00428,2026-08-07,Present,8.1
A004278,S00428,2026-08-08,Absent,0.0
A004279,S00428,2026-08-09,Present,7.1
A004280,S00428,2026-08-10,Half Day,3.7
A004281,S00429,2026-08-01,Present,9.4
A004282,S00429,2026-08-02,Half Day,4.6
A004283,S00429,2026-08-03,Present,8.9
A004284,S00429,2026-08-04,Present,8.7
A004285,S00429,2026-08-05,Absent,0.0
A004286,S00429,2026-08-06,Present,7.4
A004287,S00429,2026-08-07,Present,9.7
A004288,S00429,2026-08-08,Present,8.4
A004289,S00429,2026-08-09,Present,9.0
A004290,S00429,2026-08-10,Present,7.4
A004291,S00430,2026-08-01,Present,7.2
A004292,S00430,2026-08-02,Present,8.5
A004293,S00430,2026-08-03,Present,9.7
A004294,S00430,2026-08-04,Present,7.4
A004295,S00430,2026-08-05,Present,9.6
A004296,S00430,2026-08-06,Present,9.0
A004297,S00430,2026-08-07,Present,7.8
A004298,S00430,2026-08-08,Present,7.2
A004299,S00430,2026-08-09,Absent,0.0
A004300,S00430,2026-08-10,Present,8.4
A004301,S00431,2026-08-01,Present,8.4
A004302,S00431,2026-08-02,Present,9.8
A004303,S00431,2026-08-03,Present,9.2
A004304,S00431,2026-08-04,Present,7.0
A004305,S00431,2026-08-05,Present,7.0
A004306,S00431,2026-08-06,Present,9.7
A004307,S00431,2026-08-07,Present,7.1
A004308,S00431,2026-08-08,Present,9.0
A004309,S00431,2026-08-09,Present,7.2
A004310,S00431,2026-08-10,Present,8.0
A004311,S00432,2026-08-01,Present,7.7
A004312,S00432,2026-08-02,Present,9.3
A004313,S00432,2026-08-03,Present,8.1
A004314,S00432,2026-08-04,Present,7.1
A004315,S00432,2026-08-05,Half Day,4.2
A004316,S00432,2026-08-06,Present,9.6
A004317,S00432,2026-08-07,Present,9.8
A004318,S00432,2026-08-08,Present,7.6
A004319,S00432,2026-08-09,Present,7.3
A004320,S00432,2026-08-10,Present,7.7
A004321,S00433,2026-08-01,Present,8.7
A004322,S00433,2026-08-02,Present,9.5
A004323,S00433,2026-08-03,Present,9.7
A004324,S00433,2026-08-04,Present,7.2
A004325,S00433,2026-08-05,Present,7.4
A004326,S00433,2026-08-06,Present,7.9
A004327,S00433,2026-08-07,Present,8.6
A004328,S00433,2026-08-08,Present,8.4
A004329,S00433,2026-08-09,Present,7.9
A004330,S00433,2026-08-10,Present,7.9
A004331,S00434,2026-08-01,Absent,0.0
A004332,S00434,2026-08-02,Present,7.4
A004333,S00434,2026-08-03,Half Day,3.1
A004334,S00434,2026-08-04,Half Day,3.0
A004335,S00434,2026-08-05,Present,7.4
A004336,S00434,2026-08-06,Present,7.1
A004337,S00434,2026-08-07,Present,7.6
A004338,S00434,2026-08-08,Present,8.8
A004339,S00434,2026-08-09,Present,7.5
A004340,S00434,2026-08-10,Present,9.9
A004341,S00435,2026-08-01,Half Day,4.5
A004342,S00435,2026-08-02,Present,7.9
A004343,S00435,2026-08-03,Half Day,4.2
A004344,S00435,2026-08-04,Absent,0.0
A004345,S00435,2026-08-05,Present,9.9
A004346,S00435,2026-08-06,Present,9.3
A004347,S00435,2026-08-07,Present,9.3
A004348,S00435,2026-08-08,Present,8.3
A004349,S00435,2026-08-09,Present,8.6
A004350,S00435,2026-08-10,Present,9.6
A004351,S00436,2026-08-01,Present,9.9
A004352,S00436,2026-08-02,Present,9.1
A004353,S00436,2026-08-03,Present,7.1
A004354,S00436,2026-08-04,Half Day,3.3
A004355,S00436,2026-08-05,Present,7.4
A004356,S00436,2026-08-06,Present,9.1
A004357,S00436,2026-08-07,Present,7.8
A004358,S00436,2026-08-08,Present,8.7
A004359,S00436,2026-08-09,Present,7.8
A004360,S00436,2026-08-10,Present,8.0
A004361,S00437,2026-08-01,Present,8.9
A004362,S00437,2026-08-02,Present,8.3
A004363,S00437,2026-08-03,Present,9.6
A004364,S00437,2026-08-04,Present,7.4
A004365,S00437,2026-08-05,Present,9.4
A004366,S00437,2026-08-06,Present,8.0
A004367,S00437,2026-08-07,Present,8.1
A004368,S00437,2026-08-08,Present,9.2
A004369,S00437,2026-08-09,Present,9.0
A004370,S00437,2026-08-10,Present,9.8
A004371,S00438,2026-08-01,Present,9.6
A004372,S00438,2026-08-02,Present,8.3
A004373,S00438,2026-08-03,Present,7.2
A004374,S00438,2026-08-04,Present,7.9
A004375,S00438,2026-08-05,Present,10.0
A004376,S00438,2026-08-06,Present,7.5
A004377,S00438,2026-08-07,Half Day,3.4
A004378,S00438,2026-08-08,Half Day,4.7
A004379,S00438,2026-08-09,Present,8.3
A004380,S00438,2026-08-10,Present,8.1
A004381,S00439,2026-08-01,Present,8.8
A004382,S00439,2026-08-02,Present,8.9
A004383,S00439,2026-08-03,Half Day,4.8
A004384,S00439,2026-08-04,Absent,0.0
A004385,S00439,2026-08-05,Present,7.3
A004386,S00439,2026-08-06,Present,8.1
A004387,S00439,2026-08-07,Present,9.8
A004388,S00439,2026-08-08,Present,8.2
A004389,S00439,2026-08-09,Present,7.4
A004390,S00439,2026-08-10,Half Day,4.9
A004391,S00440,2026-08-01,Present,8.7
A004392,S00440,2026-08-02,Present,7.1
A004393,S00440,2026-08-03,Present,7.8
A004394,S00440,2026-08-04,Half Day,3.5
A004395,S00440,2026-08-05,Present,9.2
A004396,S00440,2026-08-06,Present,8.7
A004397,S00440,2026-08-07,Present,7.5
A004398,S00440,2026-08-08,Present,7.2
A004399,S00440,2026-08-09,Present,8.2
A004400,S00440,2026-08-10,Present,7.8
A004401,S00441,2026-08-01,Present,7.1
A004402,S00441,2026-08-02,Present,8.5
A004403,S00441,2026-08-03,Present,7.2
A004404,S00441,2026-08-04,Half Day,4.3
A004405,S00441,2026-08-05,Present,8.7
A004406,S00441,2026-08-06,Present,7.6
A004407,S00441,2026-08-07,Present,8.2
A004408,S00441,2026-08-08,Present,9.7
A004409,S00441,2026-08-09,Present,7.9
A004410,S00441,2026-08-10,Present,7.7
A004411,S00442,2026-08-01,Present,9.7
A004412,S00442,2026-08-02,Present,9.6
A004413,S00442,2026-08-03,Present,9.9
A004414,S00442,2026-08-04,Present,7.5
A004415,S00442,2026-08-05,Half Day,4.2
A004416,S00442,2026-08-06,Present,9.6
A004417,S00442,2026-08-07,Present,7.3
A004418,S00442,2026-08-08,Present,9.0
A004419,S00442,2026-08-09,Present,7.3
A004420,S00442,2026-08-10,Present,7.4
A004421,S00443,2026-08-01,Present,8.2
A004422,S00443,2026-08-02,Half Day,3.7
A004423,S00443,2026-08-03,Present,8.0
A004424,S00443,2026-08-04,Present,8.4
A004425,S00443,2026-08-05,Present,8.7
A004426,S00443,2026-08-06,Present,7.4
A004427,S00443,2026-08-07,Present,8.0
A004428,S00443,2026-08-08,Present,7.7
A004429,S00443,2026-08-09,Present,7.1
A004430,S00443,2026-08-10,Present,7.3
A004431,S00444,2026-08-01,Present,9.5
A004432,S00444,2026-08-02,Present,9.1
A004433,S00444,2026-08-03,Present,8.6
A004434,S00444,2026-08-04,Present,8.4
A004435,S00444,2026-08-05,Present,8.1
A004436,S00444,2026-08-06,Present,8.1
A004437,S00444,2026-08-07,Present,7.6
A004438,S00444,2026-08-08,Present,7.9
A004439,S00444,2026-08-09,Present,9.8
A004440,S00444,2026-08-10,Present,7.5
A004441,S00445,2026-08-01,Present,7.3
A004442,S00445,2026-08-02,Present,9.9
A004443,S00445,2026-08-03,Present,7.8
A004444,S00445,2026-08-04,Absent,0.0
A004445,S00445,2026-08-05,Present,8.5
A004446,S00445,2026-08-06,Present,9.3
A004447,S00445,2026-08-07,Present,7.9
A004448,S00445,2026-08-08,Present,7.9
A004449,S00445,2026-08-09,Present,9.0
A004450,S00445,2026-08-10,Present,8.3
A004451,S00446,2026-08-01,Present,9.6
A004452,S00446,2026-08-02,Absent,0.0
A004453,S00446,2026-08-03,Present,9.1
A004454,S00446,2026-08-04,Present,9.9
A004455,S00446,2026-08-05,Present,9.4
A004456,S00446,2026-08-06,Present,8.7
A004457,S00446,2026-08-07,Absent,0.0
A004458,S00446,2026-08-08,Present,10.0
A004459,S00446,2026-08-09,Present,7.0
A004460,S00446,2026-08-10,Present,9.4
A004461,S00447,2026-08-01,Present,9.1
A004462,S00447,2026-08-02,Present,10.0
A004463,S00447,2026-08-03,Present,8.8
A004464,S00447,2026-08-04,Present,7.5
A004465,S00447,2026-08-05,Present,8.3
A004466,S00447,2026-08-06,Half Day,3.7
A004467,S00447,2026-08-07,Present,7.4
A004468,S00447,2026-08-08,Present,7.2
A004469,S00447,2026-08-09,Half Day,3.3
A004470,S00447,2026-08-10,Present,9.6
A004471,S00448,2026-08-01,Present,7.6
A004472,S00448,2026-08-02,Present,9.9
A004473,S00448,2026-08-03,Present,7.9
A004474,S00448,2026-08-04,Present,8.7
A004475,S00448,2026-08-05,Present,9.8
A004476,S00448,2026-08-06,Present,7.4
A004477,S00448,2026-08-07,Present,8.5
A004478,S00448,2026-08-08,Present,8.8
A004479,S00448,2026-08-09,Absent,0.0
A004480,S00448,2026-08-10,Present,9.4
A004481,S00449,2026-08-01,Present,8.0
A004482,S00449,2026-08-02,Present,8.8
A004483,S00449,2026-08-03,Present,9.4
A004484,S00449,2026-08-04,Present,8.1
A004485,S00449,2026-08-05,Present,8.2
A004486,S00449,2026-08-06,Present,9.5
A004487,S00449,2026-08-07,Present,7.7
A004488,S00449,2026-08-08,Half Day,3.3
A004489,S00449,2026-08-09,Present,7.3
A004490,S00449,2026-08-10,Present,7.0
A004491,S00450,2026-08-01,Half Day,4.6
A004492,S00450,2026-08-02,Present,7.7
A004493,S00450,2026-08-03,Present,8.1
A004494,S00450,2026-08-04,Present,7.3
A004495,S00450,2026-08-05,Present,9.5
A004496,S00450,2026-08-06,Present,9.2
A004497,S00450,2026-08-07,Present,7.3
A004498,S00450,2026-08-08,Present,7.1
A004499,S00450,2026-08-09,Half Day,4.3
A004500,S00450,2026-08-10,Present,9.0
A004501,S00451,2026-08-01,Present,8.4
A004502,S00451,2026-08-02,Present,9.1
A004503,S00451,2026-08-03,Present,9.6
A004504,S00451,2026-08-04,Present,8.1
A004505,S00451,2026-08-05,Present,8.8
A004506,S00451,2026-08-06,Present,9.2
A004507,S00451,2026-08-07,Present,9.1
A004508,S00451,2026-08-08,Present,8.0
A004509,S00451,2026-08-09,Present,9.1
A004510,S00451,2026-08-10,Present,7.9
A004511,S00452,2026-08-01,Present,9.4
A004512,S00452,2026-08-02,Present,9.9
A004513,S00452,2026-08-03,Present,7.2
A004514,S00452,2026-08-04,Present,7.1
A004515,S00452,2026-08-05,Half Day,4.8
A004516,S00452,2026-08-06,Present,7.6
A004517,S00452,2026-08-07,Present,8.8
A004518,S00452,2026-08-08,Present,9.6
A004519,S00452,2026-08-09,Present,8.2
A004520,S00452,2026-08-10,Present,7.1
A004521,S00453,2026-08-01,Present,9.4
A004522,S00453,2026-08-02,Present,7.1
A004523,S00453,2026-08-03,Present,8.6
A004524,S00453,2026-08-04,Present,9.9
A004525,S00453,2026-08-05,Present,7.1
A004526,S00453,2026-08-06,Present,8.6
A004527,S00453,2026-08-07,Present,8.5
A004528,S00453,2026-08-08,Present,9.6
A004529,S00453,2026-08-09,Absent,0.0
A004530,S00453,2026-08-10,Present,8.3
A004531,S00454,2026-08-01,Present,9.5
A004532,S00454,2026-08-02,Half Day,3.9
A004533,S00454,2026-08-03,Half Day,3.6
A004534,S00454,2026-08-04,Present,8.1
A004535,S00454,2026-08-05,Present,7.0
A004536,S00454,2026-08-06,Present,7.9
A004537,S00454,2026-08-07,Present,7.8
A004538,S00454,2026-08-08,Absent,0.0
A004539,S00454,2026-08-09,Present,9.8
A004540,S00454,2026-08-10,Present,9.9
A004541,S00455,2026-08-01,Present,7.8
A004542,S00455,2026-08-02,Present,8.1
A004543,S00455,2026-08-03,Present,8.5
A004544,S00455,2026-08-04,Present,8.0
A004545,S00455,2026-08-05,Half Day,4.7
A004546,S00455,2026-08-06,Present,8.4
A004547,S00455,2026-08-07,Present,7.0
A004548,S00455,2026-08-08,Present,9.3
A004549,S00455,2026-08-09,Present,7.9
A004550,S00455,2026-08-10,Present,9.0
A004551,S00456,2026-08-01,Present,8.5
A004552,S00456,2026-08-02,Present,8.4
A004553,S00456,2026-08-03,Present,8.0
A004554,S00456,2026-08-04,Half Day,3.6
A004555,S00456,2026-08-05,Present,7.5
A004556,S00456,2026-08-06,Present,8.0
A004557,S00456,2026-08-07,Present,8.5
A004558,S00456,2026-08-08,Present,8.4
A004559,S00456,2026-08-09,Present,9.0
A004560,S00456,2026-08-10,Present,8.4
A004561,S00457,2026-08-01,Present,7.8
A004562,S00457,2026-08-02,Present,7.6
A004563,S00457,2026-08-03,Absent,0.0
A004564,S00457,2026-08-04,Present,9.6
A004565,S00457,2026-08-05,Absent,0.0
A004566,S00457,2026-08-06,Present,8.9
A004567,S00457,2026-08-07,Present,7.2
A004568,S00457,2026-08-08,Present,8.5
A004569,S00457,2026-08-09,Present,8.8
A004570,S00457,2026-08-10,Present,7.4
A004571,S00458,2026-08-01,Present,8.3
A004572,S00458,2026-08-02,Present,8.6
A004573,S00458,2026-08-03,Present,9.7
A004574,S00458,2026-08-04,Present,8.2
A004575,S00458,2026-08-05,Present,8.8
A004576,S00458,2026-08-06,Present,8.8
A004577,S00458,2026-08-07,Present,8.2
A004578,S00458,2026-08-08,Present,7.0
A004579,S00458,2026-08-09,Present,9.8
A004580,S00458,2026-08-10,Half Day,5.0
A004581,S00459,2026-08-01,Present,8.7
A004582,S00459,2026-08-02,Present,7.0
A004583,S00459,2026-08-03,Absent,0.0
A004584,S00459,2026-08-04,Absent,0.0
A004585,S00459,2026-08-05,Absent,0.0
A004586,S00459,2026-08-06,Present,9.7
A004587,S00459,2026-08-07,Absent,0.0
A004588,S00459,2026-08-08,Present,9.6
A004589,S00459,2026-08-09,Present,9.7
A004590,S00459,2026-08-10,Present,9.4
A004591,S00460,2026-08-01,Present,8.3
A004592,S00460,2026-08-02,Present,8.5
A004593,S00460,2026-08-03,Present,9.3
A004594,S00460,2026-08-04,Present,7.2
A004595,S00460,2026-08-05,Present,9.1
A004596,S00460,2026-08-06,Present,8.7
A004597,S00460,2026-08-07,Present,9.3
A004598,S00460,2026-08-08,Present,9.6
A004599,S00460,2026-08-09,Present,8.8
A004600,S00460,2026-08-10,Present,9.0
A004601,S00461,2026-08-01,Present,8.6
A004602,S00461,2026-08-02,Present,9.2
A004603,S00461,2026-08-03,Present,8.1
A004604,S00461,2026-08-04,Present,8.1
A004605,S00461,2026-08-05,Present,7.5
A004606,S00461,2026-08-06,Present,8.0
A004607,S00461,2026-08-07,Half Day,4.7
A004608,S00461,2026-08-08,Absent,0.0
A004609,S00461,2026-08-09,Present,9.9
A004610,S00461,2026-08-10,Absent,0.0
A004611,S00462,2026-08-01,Present,7.3
A004612,S00462,2026-08-02,Present,8.9
A004613,S00462,2026-08-03,Present,7.4
A004614,S00462,2026-08-04,Present,9.6
A004615,S00462,2026-08-05,Present,8.9
A004616,S00462,2026-08-06,Present,9.1
A004617,S00462,2026-08-07,Present,9.8
A004618,S00462,2026-08-08,Present,8.4
A004619,S00462,2026-08-09,Present,7.7
A004620,S00462,2026-08-10,Present,7.8
A004621,S00463,2026-08-01,Present,7.4
A004622,S00463,2026-08-02,Present,7.1
A004623,S00463,2026-08-03,Present,7.7
A004624,S00463,2026-08-04,Present,7.4
A004625,S00463,2026-08-05,Present,8.6
A004626,S00463,2026-08-06,Present,8.4
A004627,S00463,2026-08-07,Absent,0.0
A004628,S00463,2026-08-08,Present,9.3
A004629,S00463,2026-08-09,Present,8.6
A004630,S00463,2026-08-10,Present,9.0
A004631,S00464,2026-08-01,Present,8.1
A004632,S00464,2026-08-02,Present,8.2
A004633,S00464,2026-08-03,Present,9.1
A004634,S00464,2026-08-04,Present,10.0
A004635,S00464,2026-08-05,Present,9.3
A004636,S00464,2026-08-06,Present,9.3
A004637,S00464,2026-08-07,Present,7.6
A004638,S00464,2026-08-08,Present,9.8
A004639,S00464,2026-08-09,Present,8.5
A004640,S00464,2026-08-10,Present,7.6
A004641,S00465,2026-08-01,Present,7.3
A004642,S00465,2026-08-02,Present,7.9
A004643,S00465,2026-08-03,Present,10.0
A004644,S00465,2026-08-04,Present,8.3
A004645,S00465,2026-08-05,Half Day,3.4
A004646,S00465,2026-08-06,Half Day,4.3
A004647,S00465,2026-08-07,Present,9.4
A004648,S00465,2026-08-08,Absent,0.0
A004649,S00465,2026-08-09,Absent,0.0
A004650,S00465,2026-08-10,Present,8.0
A004651,S00466,2026-08-01,Present,7.7
A004652,S00466,2026-08-02,Present,9.1
A004653,S00466,2026-08-03,Present,8.6
A004654,S00466,2026-08-04,Present,7.9
A004655,S00466,2026-08-05,Present,8.5
A004656,S00466,2026-08-06,Half Day,4.8
A004657,S00466,2026-08-07,Present,8.6
A004658,S00466,2026-08-08,Present,8.8
A004659,S00466,2026-08-09,Half Day,4.7
A004660,S00466,2026-08-10,Present,8.7
A004661,S00467,2026-08-01,Present,7.6
A004662,S00467,2026-08-02,Present,9.4
A004663,S00467,2026-08-03,Half Day,4.5
A004664,S00467,2026-08-04,Half Day,4.9
A004665,S00467,2026-08-05,Present,8.9
A004666,S00467,2026-08-06,Present,9.6
A004667,S00467,2026-08-07,Present,9.8
A004668,S00467,2026-08-08,Present,8.9
A004669,S00467,2026-08-09,Present,9.2
A004670,S00467,2026-08-10,Present,7.4
A004671,S00468,2026-08-01,Present,8.4
A004672,S00468,2026-08-02,Present,8.2
A004673,S00468,2026-08-03,Present,8.1
A004674,S00468,2026-08-04,Present,8.7
A004675,S00468,2026-08-05,Present,8.4
A004676,S00468,2026-08-06,Present,9.0
A004677,S00468,2026-08-07,Half Day,3.8
A004678,S00468,2026-08-08,Present,8.6
A004679,S00468,2026-08-09,Present,7.7
A004680,S00468,2026-08-10,Present,8.0
A004681,S00469,2026-08-01,Present,7.5
A004682,S00469,2026-08-02,Present,8.6
A004683,S00469,2026-08-03,Present,8.2
A004684,S00469,2026-08-04,Present,9.2
A004685,S00469,2026-08-05,Present,9.0
A004686,S00469,2026-08-06,Present,9.7
A004687,S00469,2026-08-07,Present,7.3
A004688,S00469,2026-08-08,Present,9.2
A004689,S00469,2026-08-09,Present,8.9
A004690,S00469,2026-08-10,Present,8.3
A004691,S00470,2026-08-01,Present,9.4
A004692,S00470,2026-08-02,Present,9.8
A004693,S00470,2026-08-03,Half Day,3.2
A004694,S00470,2026-08-04,Present,9.2
A004695,S00470,2026-08-05,Present,8.1
A004696,S00470,2026-08-06,Half Day,4.4
A004697,S00470,2026-08-07,Absent,0.0
A004698,S00470,2026-08-08,Present,7.3
A004699,S00470,2026-08-09,Present,9.7
A004700,S00470,2026-08-10,Present,7.9
A004701,S00471,2026-08-01,Present,8.5
A004702,S00471,2026-08-02,Present,8.1
A004703,S00471,2026-08-03,Present,7.9
A004704,S00471,2026-08-04,Present,9.5
A004705,S00471,2026-08-05,Present,7.1
A004706,S00471,2026-08-06,Present,7.1
A004707,S00471,2026-08-07,Present,9.4
A004708,S00471,2026-08-08,Present,9.1
A004709,S00471,2026-08-09,Present,8.3
A004710,S00471,2026-08-10,Present,9.0
A004711,S00472,2026-08-01,Present,7.3
A004712,S00472,2026-08-02,Present,9.6
A004713,S00472,2026-08-03,Present,7.9
A004714,S00472,2026-08-04,Present,7.5
A004715,S00472,2026-08-05,Present,9.6
A004716,S00472,2026-08-06,Present,8.3
A004717,S00472,2026-08-07,Present,9.6
A004718,S00472,2026-08-08,Half Day,4.8
A004719,S00472,2026-08-09,Present,7.4
A004720,S00472,2026-08-10,Present,8.7
A004721,S00473,2026-08-01,Present,8.3
A004722,S00473,2026-08-02,Present,8.4
A004723,S00473,2026-08-03,Present,8.4
A004724,S00473,2026-08-04,Present,7.4
A004725,S00473,2026-08-05,Present,9.3
A004726,S00473,2026-08-06,Present,7.2
A004727,S00473,2026-08-07,Present,7.9
A004728,S00473,2026-08-08,Present,7.0
A004729,S00473,2026-08-09,Present,8.7
A004730,S00473,2026-08-10,Absent,0.0
A004731,S00474,2026-08-01,Present,7.7
A004732,S00474,2026-08-02,Present,7.8
A004733,S00474,2026-08-03,Half Day,3.5
A004734,S00474,2026-08-04,Half Day,3.6
A004735,S00474,2026-08-05,Present,9.3
A004736,S00474,2026-08-06,Present,9.5
A004737,S00474,2026-08-07,Present,7.7
A004738,S00474,2026-08-08,Present,8.4
A004739,S00474,2026-08-09,Present,7.8
A004740,S00474,2026-08-10,Present,8.8
A004741,S00475,2026-08-01,Present,7.3
A004742,S00475,2026-08-02,Present,9.5
A004743,S00475,2026-08-03,Present,9.9
A004744,S00475,2026-08-04,Present,7.2
A004745,S00475,2026-08-05,Half Day,3.2
A004746,S00475,2026-08-06,Present,7.9
A004747,S00475,2026-08-07,Present,8.5
A004748,S00475,2026-08-08,Present,8.8
A004749,S00475,2026-08-09,Present,8.2
A004750,S00475,2026-08-10,Present,9.0
A004751,S00476,2026-08-01,Present,9.8
A004752,S00476,2026-08-02,Present,9.5
A004753,S00476,2026-08-03,Present,8.2
A004754,S00476,2026-08-04,Present,7.8
A004755,S00476,2026-08-05,Present,8.1
A004756,S00476,2026-08-06,Present,8.8
A004757,S00476,2026-08-07,Present,8.3
A004758,S00476,2026-08-08,Present,7.6
A004759,S00476,2026-08-09,Present,8.9
A004760,S00476,2026-08-10,Present,9.4
A004761,S00477,2026-08-01,Present,8.7
A004762,S00477,2026-08-02,Absent,0.0
A004763,S00477,2026-08-03,Present,8.3
A004764,S00477,2026-08-04,Present,9.8
A004765,S00477,2026-08-05,Present,10.0
A004766,S00477,2026-08-06,Present,9.3
A004767,S00477,2026-08-07,Present,9.5
A004768,S00477,2026-08-08,Present,8.9
A004769,S00477,2026-08-09,Present,8.8
A004770,S00477,2026-08-10,Half Day,4.1
A004771,S00478,2026-08-01,Present,9.3
A004772,S00478,2026-08-02,Absent,0.0
A004773,S00478,2026-08-03,Present,9.6
A004774,S00478,2026-08-04,Present,8.3
A004775,S00478,2026-08-05,Present,9.3
A004776,S00478,2026-08-06,Present,7.4
A004777,S00478,2026-08-07,Absent,0.0
A004778,S00478,2026-08-08,Present,8.8
A004779,S00478,2026-08-09,Present,8.2
A004780,S00478,2026-08-10,Half Day,3.9
A004781,S00479,2026-08-01,Present,7.9
A004782,S00479,2026-08-02,Present,9.4
A004783,S00479,2026-08-03,Present,8.2
A004784,S00479,2026-08-04,Present,8.4
A004785,S00479,2026-08-05,Half Day,4.8
A004786,S00479,2026-08-06,Present,8.0
A004787,S00479,2026-08-07,Present,7.3
A004788,S00479,2026-08-08,Present,9.2
A004789,S00479,2026-08-09,Present,7.3
A004790,S00479,2026-08-10,Present,7.5
A004791,S00480,2026-08-01,Present,7.7
A004792,S00480,2026-08-02,Present,9.5
A004793,S00480,2026-08-03,Present,7.8
A004794,S00480,2026-08-04,Present,8.4
A004795,S00480,2026-08-05,Present,9.1
A004796,S00480,2026-08-06,Present,9.0
A004797,S00480,2026-08-07,Absent,0.0
A004798,S00480,2026-08-08,Present,8.1
